datetime,KTL_swe,SNM_swe,BND_fnf,ORO_fnf,YRS_fnf,FOL_fnf,NML_fnf,TLG_fnf,MRC_fnf,MIL_fnf,MKM_fnf,NHG_fnf,SHA_fnf,ORO_precip,FOL_precip,SHA_precip,ORO_tas,FOL_tas,SHA_tas,netgains,WY,DOWY,SR_WYI,SR_WYT,SR_WYT_rolling,SJR_WYI,SJR_WYT,8RI,SHA_in_tr,ORO_in_tr,FOL_in_tr,SHA_fci,ORO_fci,FOL_fci,YRS_swe,FOL_swe,ORO_swe,BND_swe,gains_sim,OMR_sim,SHA_snowpack,SHA_cum_flow_to_date,SHA_remaining_flow,SHA_slope,SHA_intercept,SHA_mean,SHA_std,ORO_snowpack,ORO_cum_flow_to_date,ORO_remaining_flow,ORO_slope,ORO_intercept,ORO_mean,ORO_std,FOL_snowpack,FOL_cum_flow_to_date,FOL_remaining_flow,FOL_slope,FOL_intercept,FOL_mean,FOL_std,octmar_flow_to_date,octmar_mean,octmar_std,aprjul_flow_to_date,aprjul_mean,aprjul_std,aprjul_slope,aprjul_intercept,WYI_sim,WYT_sim
2008-07-28,0.0,0.0,,1354.2,553.71,341.93,490.56,520.53,172.43,503.69,162.18,21.86,3659.2,0.0,0.0,0.0,167.90644,156.19827999999998,183.35456,-17.95636361,2008,302,3.7649358431451363,C,C,,D,0.2673544259960562,3701.088817625189,1909.935715075021,1507.9354360054408,90448.29986542433,0.3908995398471655,0.4119450966503616,0.0,0.0022703412073490814,0.0,0.02105424321959755,-20.517898034268182,-777.4,0.02105424321959755,4565.2847303368935,448.7959706045467,5.678015203510588,407.41801242530784,434.6719938421664,52.26424810116603,0.0,2667.8193264381102,259.65359878453955,3.5489451832958485,246.3344402367114,261.8078464863578,28.324400297122928,0.0022703412073490814,1914.1378066001942,196.1373969109511,1.2761461477317462,194.4744703440626,201.16429323673526,10.803742833943039,,,,,,,,,3.3071005175089745,C
2008-07-29,0.0,0.0,,1352.12,553.71,341.94,490.54,514.01,171.48,493.7,162.18,21.86,3657.4,0.0,0.0,0.0,170.30620000000002,160.78468,180.91232,-15.04661154,2008,303,3.7649358431451363,C,C,,D,0.2673544259960562,3699.527129611253,1908.3590290684006,1507.9417399013994,89625.41200176436,0.37917255365175057,0.39958674375085074,0.0,0.0022703412073490814,0.0,0.02105424321959755,-20.459709357823748,-812.0,0.02105424321959755,4572.622635375005,441.4580655664349,5.568072195048484,400.80411802417836,427.53038251846044,51.3312200414029,0.0,2671.604501365425,255.86842385722457,3.449251397212232,242.53391545438572,257.5726566492159,27.68025571857343,0.0022703412073490814,1917.1287654181024,193.1464380930429,1.2012756218028018,191.66138335642876,197.95871941737263,10.520377784354297,,,,,,,,,3.3071005175089745,C
2008-07-30,0.0,0.0,,1349.57,553.72,341.94,491.05,512.64,170.04,490.3,161.28,21.86,3653.94,0.0,0.0,0.0,173.0332,162.67216000000002,180.58796,-13.6581818,2008,304,3.7649358431451363,C,C,,D,0.2673544259960562,3696.525218206686,1906.4260726660532,1507.9417399013994,88840.66661988283,0.36779737704219806,0.3875991414383252,0.0,0.0022703412073490814,0.0,0.02105424321959755,-19.85341035140366,-863.6,0.02105424321959755,4579.954586208688,434.1261147327523,5.450133842133837,394.31865936028663,420.4788299707968,50.194018735910596,0.0,2675.3858423296347,252.08708289301512,3.3967473355757885,238.695822289466,253.50564569788438,27.269863854537288,0.0022703412073490814,1920.1197242360106,190.15547927513467,1.1303273714243105,188.82227823542985,194.7476888469096,10.233669259928037,,,,,,,,,3.3071005175089745,C
2008-07-31,0.0,0.0,,1348.95,552.99,341.95,492.74,512.54,167.11,489.63,159.45,21.86,3650.2,0.0,0.0,0.0,172.83322,163.02496,179.93924,-11.65685948,2008,305,3.7649358431451363,C,C,,D,0.2673544259960562,3693.280377555506,1905.9560989525414,1507.948043797358,88091.91366644419,0.3567634557309321,0.3759711671951754,0.0,0.0,0.0,0.0,-19.256168405080267,-896.8,0.0,4587.280100994809,426.80059994663134,33.428135522304025,380.66537971114997,413.3333671798715,46.364707764191095,0.0,2679.166251114579,248.30667410807064,2.5791321410208647,242.13944488521832,249.55139836730686,33.192584249686675,0.0,1923.110695557514,187.1645079536313,6.983890489522745,185.56789805291112,191.6008644132716,10.45140311159948,3.3005295812187683,0.0,0.0,3.322878698536504,0.0,0.0,0.0,0.0,3.3071005175089745,C
2008-08-01,0.0,0.0,,1347.38,551.84,341.96,495.55,512.54,166.82,488.44,160.75,21.86,3649.8,0.0,0.0,0.0,168.23368000000002,158.65023999999997,180.81692,-16.06016526,2008,306,3.7649358431451363,C,C,,D,0.23017162275288686,3635.0111115497484,2190.7817374772812,1673.6813603125877,87322.32909467172,0.3460605520590041,0.36469203217932017,0.0,0.0,0.0,0.0,-18.668841141169604,-941.9,0.0,4594.490040377476,419.59066056396387,29.87973460398273,379.5536881970263,406.2376068911839,48.5991055903005,0.0,2683.511603313828,243.9613219088219,2.4162918857973485,237.3225848849331,244.56184704460472,32.46143415226192,0.0,1926.4303941178327,183.84480939331252,6.960899242261223,182.97451288204576,188.29607408701904,10.10826017264117,,,,,,,,,3.3071005175089745,C
2008-08-02,0.0,0.0,,1345.36,546.97,341.97,495.93,511.93,165.74,483.46,161.35,21.86,3649.57,0.0,0.0,0.0,175.16026,164.47144,184.72832,-18.02776856,2008,307,3.7649358431451363,C,C,,D,0.23017162275288686,3634.8524307862253,2189.3064861534467,1673.687099826065,86591.06507072435,0.335678735497234,0.35375127121394057,0.0,0.0,0.0,0.0,-18.100557146966494,-860.2,0.0,4601.6996650214405,412.3810359199997,29.690288999851397,372.8396477978801,399.3543832257,47.62233289463806,0.0,2687.8540293947535,239.61889582789627,2.360039075770856,233.03953720982705,240.11026474775292,31.6440601477589,0.0,1929.7501040623106,180.52509944883468,6.532703876363923,179.84456065910183,184.83876935285443,9.90669698972597,,,,,,,,,3.3071005175089745,C
2008-08-03,0.0,0.0,,1341.17,546.98,339.1,496.61,509.78,164.34,481.8,162.46,21.86,3649.39,0.0,0.0,0.0,169.34266,159.81447999999997,181.23668,-18.54743799,2008,308,3.7649358431451363,C,C,,D,0.23017162275288686,3634.72824584086,2186.246435140146,1672.0398594580724,85896.24006302899,0.32560837343231697,0.34313873307752235,0.0,0.0,0.0,0.0,-17.5389078214192,-999.5,0.0,4608.909043348158,405.17165759328236,29.267140759127606,365.93114885159,392.0679942679792,46.154048543737964,0.0,2692.1903859530184,235.28253926963134,2.299515336757134,228.63960351770055,235.52900063930585,30.937416579259402,0.0,1933.0665467531715,177.2086567579738,6.122981209697554,176.74084550657142,181.4218239448864,9.801726045248973,,,,,,,,,3.3071005175089745,C
2008-08-04,0.0,0.0,,1334.68,546.99,331.04,496.63,509.38,161.4,480.2,162.46,21.86,3647.95,0.0,0.0,0.0,162.17974,152.08816000000002,181.33208000000002,-16.71272724,2008,309,3.7649358431451363,C,C,,D,0.23017162275288686,3633.7347662779384,2181.506642520499,1667.4138115953483,85235.16282615547,0.31584012222934743,0.33284457108519666,0.0,0.0,0.0,0.0,-17.53550843171761,-1001.8,0.0,4616.1164511369025,397.96424980453776,28.200638121832448,359.69695871142756,384.8813703114569,45.32095287134939,0.0,2696.5173412697395,230.95558395291027,2.216709044582227,224.35937074112056,231.0006784406457,30.16540787288496,0.0,1936.3738138119234,173.9013896992219,5.906689162854974,173.51953014481487,178.03515475090734,9.710631000040092,,,,,,,,,3.3071005175089745,C
2008-08-05,0.0,0.0,,1331.43,546.99,331.04,498.77,509.11,163.8,477.89,162.47,21.86,3641.69,0.0,0.0,0.0,161.30710000000002,152.17636,180.32084,-14.40991733,2008,310,3.7649358431451363,C,C,,D,0.23017162275288686,3629.415889844682,2179.133094598488,1667.4138115953483,84602.82057469238,0.306364918562467,0.32285923395264077,0.0,0.0,0.0,0.0,-17.530968163775654,-832.2,0.0,4623.315292559182,390.7654083822581,27.978502777176352,352.94922911249336,377.9352640684706,44.78832871145799,0.0,2700.8395887228216,226.63333649982815,2.1485008559582712,220.06564932689489,226.5026038347433,29.447555612787394,0.0,1939.6810808706753,170.59412264047,5.4235414388274465,170.5109653545916,174.6572267369146,9.63615959837432,,,,,,,,,3.3071005175089745,C
2008-08-06,0.0,0.0,,1331.59,547.01,331.06,495.34,508.93,166.81,481.12,162.35,21.64,3640.08,0.0,0.0,0.0,169.85170000000002,160.37895999999998,184.15592,-15.87570245,2008,311,3.7649358431451363,C,C,,D,0.23017162275288686,3628.305124500026,2179.2499461884945,1667.4252906223028,84000.98467045778,0.297173971005593,0.3131734569340615,0.0,0.0,0.0,0.0,-17.525528074610225,-840.3,0.0,4630.511930810534,383.56877013090616,27.840620206331053,346.3337380007601,371.1966377495964,43.84741169120973,0.0,2705.162067947652,222.31085727499794,2.0728552245443894,215.92872103999645,222.13903961852768,28.95697492983964,0.0,1942.988370697745,167.28683281340022,5.14846185211375,167.31285389823014,171.2488187648318,9.3354956982862,,,,,,,,,3.3071005175089745,C
2008-08-07,0.0,0.0,,1328.6,547.01,331.06,490.61,505.39,166.42,481.62,161.49,21.2,3636.6,0.0,0.0,0.0,176.3056,164.63019999999997,185.05268,-15.10016526,2008,312,3.7649358431451363,C,C,,D,0.23017162275288686,3625.9042155562993,2177.0662821002443,1667.4252906223028,83426.83965249118,0.2882587518754252,0.3037782532260397,0.0,0.0,0.0,0.0,-17.520047513524126,-869.9,0.0,4637.703806928452,376.3768940129885,27.40684760716716,339.86213311151863,364.3376548290152,42.85277072211064,0.0,2709.480215937934,217.9927092847156,2.0254283763716163,211.81989250398084,217.88811923121398,28.44354220180273,0.0,1946.2956605248148,163.97954298633044,4.948971841271068,164.02527761173408,167.80873369096025,8.820711331219961,,,,,,,,,3.3071005175089745,C
2008-08-08,0.0,0.0,,1321.81,547.02,329.63,488.81,508.03,165.32,477.23,160.85,21.2,3635.55,0.0,0.0,0.0,171.86968000000002,160.18492,180.68336,-14.16595039,2008,313,3.7649358431451363,C,C,,D,0.23017162275288686,3625.179803375002,2172.1073927493344,1666.6045401950453,82880.67747324161,0.27961098931916245,0.2946649056292585,0.0,0.0,0.0,0.0,-17.515106104820397,-905.9,0.0,4644.894246195765,369.1864547456753,27.048425665705906,333.478846710121,357.6342818515181,41.895611094488615,0.0,2713.7885281146446,213.68439710800521,1.914410895941574,207.3034599958854,213.0390759777597,27.365848433334268,0.0,1949.6013224171556,160.67388109398962,4.646940922958753,160.9237635921742,164.47631904180426,8.655822541038692,,,,,,,,,3.3071005175089745,C
2008-08-09,0.0,0.0,,1319.83,547.02,325.74,487.2,508.92,163.35,470.34,159.82,21.2,3633.58,0.0,0.0,0.0,166.28842,158.49147999999997,174.59684000000001,-14.15206609,2008,314,3.7649358431451363,C,C,,D,0.23017162275288686,3623.820668139616,2170.6613543230014,1664.371869452366,82360.46426771913,0.2712226596395876,0.28582495846038075,0.0,0.0,0.0,0.0,-17.510629372040572,-974.0,0.0,4652.081989657657,361.99871128378345,26.434931682094835,327.23296938689475,350.84052738697835,41.06746229349621,0.0,2718.093972115969,209.3789531066809,1.8596235360007345,202.96766704038532,208.53913892030772,26.769394250946174,0.0,1952.9025558716671,157.37264763947815,4.385972308846072,157.81567224218492,161.16871892085803,8.486598828744906,,,,,,,,,3.3071005175089745,C
2008-08-10,0.0,0.0,,1318.05,547.03,325.57,488.01,508.98,162.39,469.42,159.12,21.2,3633.63,0.0,0.0,0.0,168.92452,158.59732,179.59580000000003,-15.54842973,2008,315,3.7649358431451363,C,C,,D,0.23017162275288686,3623.8551639577727,2169.361380384177,1664.2742977232513,81866.29621829095,0.26308597985039994,0.27725020970656933,0.0,0.0,0.0,0.0,-17.50650495047094,-1014.0,0.0,4659.269801541006,354.8108994004342,26.050325007102817,320.79467566435454,344.0587629683046,40.322036431563184,0.0,2722.396837656592,205.0760875660576,1.7958338125714095,198.7686610201368,204.14901752458985,26.005311094928665,0.0,1956.2035957954765,154.07160771566873,4.137435457769672,154.6492919291137,157.81233383704344,8.272741801564587,,,,,,,,,3.3071005175089745,C
2008-08-11,0.0,0.0,,1315.84,545.75,325.16,488.84,509.4,160.94,467.57,159.12,21.2,3633.35,0.0,0.0,0.0,177.21460000000002,168.42280000000002,189.05948,-14.93950411,2008,316,3.7649358431451363,C,C,,D,0.23017162275288686,3623.6619873760937,2167.7473677972093,1664.0389776706809,81396.6433947525,0.2551934004548879,0.26893270341537223,0.0,0.0,0.0,0.0,-17.502054558933906,-913.9,0.0,4666.457230264194,347.6234706772466,25.3559068780345,314.6835587640965,337.3275001015109,39.66055766486835,0.0,2726.696501849941,200.7764233727089,1.74308617862323,194.58616905864608,199.80849252383857,25.561476363171014,0.0,1959.5041689687694,150.7710345423759,3.986828173990892,151.44978573814154,154.49768937863618,8.077153912498032,,,,,,,,,3.3071005175089745,C
2008-08-12,0.0,0.0,,1308.4,541.75,321.64,486.83,510.49,162.6,464.26,159.12,21.2,3629.66,0.0,0.0,0.0,174.41487999999998,162.53104000000002,185.93036,-11.48826444,2008,317,3.7649358431451363,C,C,,D,0.23017162275288686,3621.1161959961064,2162.3137688618976,1662.0186689266623,80947.92742101097,0.24753759844124126,0.2608647223129111,0.0,0.0,0.0,0.0,-17.496834251329425,-904.3,0.0,4673.6396094838265,340.44109145761377,24.999256297248653,308.0916015152618,330.4170381796584,38.86262782540738,0.0,2730.98538865699,196.48753656565987,1.6701708207326806,190.43892244358997,195.44278993732533,24.85889248501978,0.0,1962.800734918114,147.47446859303136,3.657252038710959,148.3349134895066,151.13085836511317,7.913541447551188,,,,,,,,,3.3071005175089745,C
2008-08-13,0.0,0.0,,1303.67,536.95,314.58,482.83,511.37,163.66,461.03,159.13,21.2,3622.47,0.0,0.0,0.0,175.16026,164.22447999999997,195.43220000000002,-12.65057849,2008,318,3.7649358431451363,C,C,,D,0.23017162275288686,3616.1556973451297,2158.8593437323243,1657.9665724116705,80516.68674730556,0.24011147048800402,0.25303878064352375,0.0,0.0,0.0,0.0,-17.49076224601486,-720.0,0.0,4680.812149697887,333.2685512435528,24.705176712610367,301.5856912632891,323.6485019094124,37.863067440419,0.0,2735.2674237117276,192.2055015109222,1.6279103814447793,186.35000181551774,191.22725612945203,24.15711680878242,0.0,1966.0892636512438,144.1859398599015,3.605947665711288,145.10671682296982,147.86343984641354,7.697161911111231,,,,,,,,,3.3071005175089745,C
2008-08-14,0.0,0.0,,1292.32,536.82,314.58,480.54,511.56,165.74,461.05,159.13,21.2,3614.32,0.0,0.0,0.0,179.66889999999998,166.53531999999998,202.07204,-14.14214874,2008,319,3.7649358431451363,C,C,,D,0.23017162275288686,3610.5328789855384,2150.5701840662236,1657.9665724116705,80101.38528892583,0.2329081263733639,0.24544761722421804,0.0,0.0,0.0,0.0,-17.48325615192603,-596.4,0.0,4687.973537214394,326.1071637270461,24.080519634029585,295.1337667599523,316.63873112941053,36.978521757499095,0.0,2739.533017458064,187.93990776458577,1.58612469391753,182.36319733123372,187.1152608317941,23.78390843421917,0.0,1969.3777923843736,140.89741112677166,3.3049485110558363,141.9935879199132,144.52019909021885,7.397657703571245,,,,,,,,,3.3071005175089745,C
2008-08-15,0.0,0.0,,1287.35,536.79,314.59,481.1,512.27,167.85,464.51,159.15,21.2,3599.75,0.0,0.0,0.0,173.30589999999998,159.58516,196.50068,-13.34082642,2008,320,3.7649358431451363,C,C,,D,0.23017162275288686,3600.480797574588,2146.94048155164,1657.972311925148,79696.79682205412,0.22592088258216297,0.23808418870749148,0.0,0.0,0.0,0.0,-17.47454627931924,-743.5,0.0,4695.1149867182185,318.96571422322177,23.534801481659827,288.6171458526503,309.63475988246313,35.972602172373634,0.0,2743.7914117944665,183.68151342818328,1.5537310348041111,178.2145714955409,182.8695829006936,23.18588218977163,0.0,1972.6663325016625,137.60887100948275,3.0993137938126587,138.94505606938722,141.31446086511508,7.376191041449063,,,,,,,,,3.3071005175089745,C
2008-08-16,0.0,0.0,,1282.71,536.8,314.62,480.87,507.94,167.35,462.88,159.14,21.2,3589.32,0.0,0.0,0.0,167.87008,156.4276,183.221,-15.16561981,2008,321,3.7649358431451363,C,C,,D,0.23017162275288686,3593.2849699070366,2143.5517854414456,1657.98953046558,79305.24195085844,0.2191432561046981,0.23094166304626673,0.0,0.0,0.0,0.0,-17.465012311462566,-783.2,0.0,4702.242163506032,311.8385374354084,23.23811230572248,282.0329590874852,302.78561661908685,35.23169941847611,0.0,2748.0430847501657,179.4298404724841,1.5453457103357926,174.30545946274876,178.93534825648322,22.63859765710177,0.0,1975.954906771428,134.32029673971715,2.974519216122287,135.51829521524297,137.79229538577584,6.126023502625237,,,,,,,,,3.3071005175089745,C
2008-08-17,0.0,0.0,,1279.77,536.86,314.69,479.43,505.03,166.97,459.9,158.26,21.2,3587.29,0.0,0.0,0.0,164.27044,152.2822,176.16140000000001,-16.35768592,2008,322,3.7649358431451363,C,C,,D,0.23017162275288686,3591.884439689862,2141.4046374750724,1658.0297070599213,78931.86429300538,0.21256895842155715,0.22401341315487872,0.0,0.0,0.0,0.0,-17.45481187682446,-739.0,0.0,4709.3665623826755,304.7141385587647,23.10554457487684,275.54650182961757,296.18077054022615,34.63327864475045,0.0,2752.2904988999885,175.18242632266129,1.4785998457121208,170.12275991093045,174.55267666696338,21.773992111345148,0.0,1979.2435607303064,131.03164278083887,2.8876539874989713,132.295278585045,134.50287086564654,5.526063661065377,,,,,,,,,3.3071005175089745,C
2008-08-18,0.0,0.0,,1274.37,536.89,314.64,477.65,505.18,166.45,458.47,155.86,21.2,3595.19,0.0,0.0,0.01,164.28862,154.399,175.47452,-17.52396691,2008,323,3.7649358431451363,C,C,,D,0.23017162275288686,3597.3347789586687,2137.4608963123464,1658.0010094925346,78582.60585731377,0.20619188966891044,0.21729301076023236,0.0,0.0,0.0,0.0,-17.44416502702731,-841.0,0.0,4716.5017718495865,297.57892909185375,22.669548462653545,269.20786085387107,289.4527658380701,33.8377041036834,0.0,2756.5300907533033,170.9428344693465,1.4382903633709156,166.1453976014329,170.45454628639632,21.361117053939267,0.0,1982.5321577683899,127.74304574275538,2.7119892100615335,129.22977443790586,131.3030721637154,5.483325689511419,,,,,,,,,3.3071005175089745,C
2008-08-19,0.0,0.0,,1272.75,536.81,314.62,477.22,504.31,166.2,452.49,152.19,21.2,3585.7,0.0,0.0,0.01,163.28872,154.25788,170.38016,-13.66809915,2008,324,3.7649358431451363,C,C,,D,0.23017162275288686,3590.7874726724694,2136.2777739635285,1657.98953046558,78244.26303712055,0.20000613297884312,0.21077422043742539,0.0,0.0,0.0,0.0,-17.433568997559927,-1071.6,0.0,4723.623994923885,290.456706017555,22.326072196111998,262.52463914515914,282.4628046990638,33.06737281745033,0.0,2760.7673359176656,166.7055893049842,1.396996909168999,162.0964852306909,166.28191784384882,20.892881903978928,0.0,1985.8207320381555,124.45447147298978,2.532767704967958,126.12699842249731,128.06328249886164,5.280746018902144,,,,,,,,,3.3071005175089745,C
2008-08-20,0.0,0.0,,1272.71,536.82,314.63,477.23,504.31,166.2,448.61,148.28,21.2,3582.75,0.0,0.0,0.02,164.63404,154.91056,168.2432,-9.986776843,2008,325,3.7649358431451363,C,C,,D,0.23017162275288686,3588.7522194012063,2136.248561066027,1657.9952699790572,77920.80210466572,0.19400594898947782,0.20445099382430262,0.0,0.0,0.0,0.0,-17.422810628157087,-933.8,0.0,4730.742181132198,283.3385198092419,21.613194497354826,256.1232838344936,275.42481821330153,32.253934214175175,0.0,2765.004523139091,162.46840208355889,1.352527865514643,158.13617220502198,162.18837461246846,20.348675730137263,0.0,1989.1093176920801,121.16588581906512,2.485130936776514,122.77281190356823,124.67267798726886,4.474575010010102,,,,,,,,,3.3071005175089745,C
2008-08-21,0.0,0.0,,1272.71,536.82,314.63,477.24,504.31,166.2,446.33,148.28,21.2,3594.77,0.0,0.0,0.05,172.88776,164.8948,171.79208000000003,-10.70677684,2008,326,3.7649358431451363,C,C,,D,0.23017162275288686,3597.0450140861503,2136.248561066027,1657.9952699790572,77621.80701351858,0.1881857705197935,0.19831746400957354,0.0,0.0,0.0,0.0,-17.412094588960695,-989.9,0.0,4737.876815858867,276.2038850825729,20.441539252425734,249.98045823471023,268.23565288836204,31.13104140128925,0.0,2769.241710360516,158.23121486213358,1.3039307689921285,154.19205528664958,158.09865975371758,19.79674875730357,0.0,1992.3979033460048,117.87730016514047,2.3107191702513976,119.35685062072105,121.12338006814392,3.2328578311779887,,,,,,,,,3.3071005175089745,C
2008-08-22,0.0,0.0,,1272.72,536.83,314.64,477.25,502.73,165.44,442.52,148.28,21.2,3573.6,0.0,0.0,0.0,174.63304,164.87716,185.07176,-10.45884296,2008,327,3.7649358431451363,C,C,,D,0.23017162275288686,3582.4394846784744,2136.2558642904023,1658.0010094925346,77323.15614752112,0.1825401974041997,0.19236794008928632,0.0,0.0,0.0,0.0,-17.401824078132716,-994.4,0.0,4744.982480940478,269.0982200009621,18.563426362386227,244.20931084086837,260.7872679848675,29.77583371707253,0.0,2773.478912067676,153.9940131549738,1.2586622243469712,150.10711148940032,153.8780904286919,19.14602936730089,0.0,1995.6865003840883,114.58870312705699,2.1665505484391154,116.07590723269129,117.73222072695792,2.556287963429709,,,,,,,,,3.3071005175089745,C
2008-08-23,0.0,0.0,,1272.73,536.83,314.52,476.13,487.55,162.4,436.1,148.28,21.2,3572.67,0.0,0.0,0.0,175.17844000000002,163.95987999999997,190.10888000000003,-7.8267768460000005,2008,328,3.7649358431451363,C,C,,D,0.23017162275288686,3581.797862460755,2136.2631675147777,1657.9321353308067,77038.79620260581,0.1770639914820737,0.1865969018866077,0.0,0.0,0.0,0.0,-17.392049362115507,-818.7,0.0,4752.086873382982,261.9938275584582,18.252511260326305,237.79037572246517,254.09067198981631,29.031427842163964,0.0,2777.71612826057,149.75679696208,1.2443580389689135,145.9689921499958,149.69711544401503,18.657916016994704,0.0,1998.9749608122645,111.30024269888077,2.0667839036592,112.95002112608171,114.53006368351478,2.431724774846876,,,,,,,,,3.3071005175089745,C
2008-08-24,0.0,0.0,,1271.75,536.63,313.86,470.18,479.11,155.09,430.6,147.32,21.2,3569.75,0.0,0.0,0.0,172.54234,160.62591999999998,187.59032000000002,-7.416198335,2008,329,3.7649358431451363,C,C,,D,0.23017162275288686,3579.783306680386,2135.5474515259866,1657.5533274413033,76766.6396991559,0.17175207173761148,0.18099899483000947,0.0,0.0,0.0,0.0,-17.38243520104844,-646.9,0.0,4759.187270012375,254.8934309290653,17.878099594607704,231.43186013903698,247.39779030245202,28.174804911980075,0.0,2781.951924851505,145.52100037114496,1.2185991252058417,142.00425447081008,145.65520350836832,18.127516747846972,0.0,2002.2626698859503,108.01253362519492,1.900555283204212,109.82341001710856,111.27637189904516,2.273555797290548,,,,,,,,,3.3071005175089745,C
2008-08-25,0.0,0.0,,1269.23,536.29,313.87,466.74,466.57,153.46,426.75,145.58,21.2,3566.55,0.0,0.0,0.01,176.99644,167.54080000000002,179.99648,-10.10181816,2008,330,3.7649358431451363,C,C,,D,0.23017162275288686,3577.575574318337,2133.7070389833807,1657.5590669547805,76505.88328851644,0.16659950958548314,0.17556902498510918,0.0,0.0,0.0,0.0,-17.373565544704274,-684.2,0.0,4766.283287668494,247.79741327294596,17.5101661451926,225.176447085378,240.81379647727084,27.680466152259946,0.0,2786.1840710374026,141.28885418524715,1.1782321789957528,137.8584089895314,141.38841779304008,17.482819215097457,0.0,2005.5503903437952,104.72481316735002,1.6713559745312907,106.73151466703816,108.00925520087135,2.0811569355635937,,,,,,,,,3.3071005175089745,C
2008-08-26,0.0,0.0,,1264.27,536.3,310.54,464.79,463.14,151.37,426.55,145.58,21.2,3563.64,0.0,0.0,0.0,173.05138,165.52983999999998,175.91335999999998,-6.958016517000001,2008,331,3.7649358431451363,C,C,,D,0.23017162275288686,3575.5679177016,2130.084639693173,1655.6478089668312,76256.15704179222,0.16160152429791863,0.17030195423555589,0.0,0.0,0.0,0.0,-17.36514316521319,-420.3,0.0,4773.375323195794,240.70537774564582,17.08649919387612,218.8701943790231,234.12919052808545,26.983910021050182,0.0,2790.4090322991005,137.06389292354925,1.1317184817352712,133.67855474370694,137.06920751557752,17.041259932384357,0.0,2008.8343198767118,101.44088363443348,1.496182025932359,103.57942617126491,104.72324738569091,1.8313233309367865,,,,,,,,,3.3071005175089745,C
2008-08-27,0.0,0.0,,1262.52,536.31,297.51,464.8,463.14,147.33,425.97,145.58,21.2,3562.24,0.0,0.0,0.0,184.01392,171.66855999999999,187.59032000000002,-3.675371895,2008,332,3.7649358431451363,C,C,,D,0.23017162275288686,3574.6020347932035,2128.806575427475,1648.169222905876,76017.95122449582,0.15675347856898106,0.1651928956084892,0.0,0.0,0.0,0.0,-17.357008688985765,-286.4,0.0,4780.465442922287,233.61525801915286,16.707284174031738,212.4569956223972,227.3773360607833,26.305334904600574,0.0,2794.6314585573004,132.84146666534934,1.1389251890453358,129.41567707013795,132.82792129121722,16.544779471572134,0.0,2012.103415850524,98.17178766062125,1.3472533414629275,100.43828730939276,101.46825353439888,1.6726349135528058,,,,,,,,,3.3071005175089745,C
2008-08-28,0.0,0.0,,1256.24,536.31,284.18,464.81,462.57,142.36,425.98,145.58,21.2,3560.04,0.0,0.0,0.0,194.15836,180.55912,195.56576,-7.326942136,2008,333,3.7649358431451363,C,C,,D,0.23017162275288686,3573.0842187942953,2124.2201505197113,1640.5184514406014,75790.13788206532,0.15205087421191163,0.16023710874023453,0.0,0.0,0.0,0.0,-17.34912570931064,-193.5,0.0,4787.552552104656,226.52814883678457,16.202411561699687,206.11150809998952,220.5809750645336,25.42675864522212,0.0,2798.8447877743765,128.62813744827326,1.1315112144841826,125.24962565819142,128.6396574529455,15.93396817604535,0.0,2015.3573367404638,94.91786677068148,1.0970484664322877,97.36436046749719,98.20304672853334,1.4783290658758816,,,,,,,,,3.3071005175089745,C
2008-08-29,0.0,0.0,,1255.65,536.32,284.19,464.82,461.33,135.7,426.04,145.58,21.2,3560.12,0.0,0.0,0.0,190.72234,179.73004,195.98552,-7.935867755,2008,334,3.7649358431451363,C,C,,D,0.23017162275288686,3573.1394121033463,2123.789260281562,1640.5241909540787,75573.7704000654,0.14748934798555427,0.1554299954780275,0.0,0.0,0.0,0.0,-17.341627891325437,95.2,0.0,4794.639770761355,219.44093018008516,15.664249791023874,199.92320866241948,213.9120734689008,24.734998785082087,0.0,2803.0572623331304,124.41566288951935,1.12514323703884,120.98053483648602,124.35148803464146,15.179527595205688,0.0,2018.6112690145626,91.66393449658267,0.7567781720652735,94.29478348938207,94.87333537198697,1.2190356218893468,,,,,,,,,3.3071005175089745,C
2008-08-30,0.0,0.0,,1252.26,536.27,281.77,464.85,463.82,139.01,438.37,145.58,21.2,3559.23,0.0,0.0,0.0,178.08724,169.28716000000003,187.17055999999997,-8.191735523,2008,335,3.7649358431451363,C,C,,D,0.23017162275288686,3572.525386540152,2121.3134672182946,1639.135228692566,75367.60726660228,0.14306466754598765,0.15076709561368667,0.0,0.0,0.0,0.0,-13.431674423981416,207.9,0.0,4801.725771516113,212.3549294253271,15.38067482866384,193.4894365994316,207.22505647788375,23.98951893514998,0.0,2807.2648262279654,120.2080989946844,1.0901118264616958,116.86995588381134,120.13595422676832,14.484950233433572,0.0,2021.8624463221968,88.41275718894849,0.6050954533178649,91.15370712775221,91.61629858003649,0.9344751059039732,,,,,,,,,3.3071005175089745,C
